,median_graduate_income,median_parent_income
2651,40700.0,77000
2652,31500.0,77000
2653,40500.0,77000
2654,24800.0,53500
2655,25800.0,50600
2656,30900.0,49700
2657,31600.0,39400
2658,24800.0,39400
2659,29400.0,39400
2660,36800.0,86100
2661,72600.0,149900
2662,72600.0,149900
2663,34600.0,66400
2664,31400.0,56400
2665,37700.0,90200
2666,33000.0,51300
2667,35700.0,80900
2668,43000.0,146500
2669,30300.0,64900
2670,36400.0,114900
2671,31300.0,45400
2672,25300.0,45500
2673,31000.0,68100
2674,28400.0,61100
2675,33500.0,105800
2676,31200.0,109600
2677,41800.0,95200
2678,32700.0,97500
2679,40200.0,82300
2680,54100.0,126300
2681,32300.0,71800
2682,32300.0,71800
2683,49100.0,104200
2684,56500.0,105700
2685,28100.0,49600
2686,31800.0,63100
2687,57200.0,100900
2688,40200.0,62900
2689,32800.0,60600
2690,29200.0,37800
2691,25100.0,48800
2692,34200.0,61800
2693,27100.0,60400
2694,45800.0,100000
2695,39700.0,83400
2696,28900.0,46500
2697,45000.0,93000
2698,40800.0,84200
2699,43200.0,84000
2700,43200.0,84000
2701,57100.0,116800
2702,42000.0,87000
2703,30700.0,85900
2704,55800.0,89800
2705,47500.0,80800
2706,34500.0,72700
2707,29200.0,70300
2708,32500.0,69500
2709,49700.0,175400
2710,41700.0,79200
2711,46200.0,114900
2712,27800.0,52500
2713,31700.0,76900
2714,31700.0,76900
2715,34800.0,84300
2716,49200.0,113700
2717,29000.0,54200
2718,29800.0,42000
2719,26900.0,44400
2720,30300.0,62900
2721,23400.0,29700
2722,30200.0,63500
2723,30200.0,63500
2724,34500.0,56200
2725,32000.0,73900
2726,37300.0,61600
2727,26200.0,57900
2728,30300.0,23900
2729,33400.0,40700
2730,33400.0,40700
2731,33400.0,40700
2732,33400.0,40700
2733,33400.0,40700
2734,33400.0,40700
2735,33400.0,40700
2736,33400.0,40700
2737,33400.0,40700
2738,33400.0,40700
2739,33400.0,40700
2740,33400.0,40700
2741,33400.0,40700
2742,33400.0,40700
2743,33400.0,40700
2744,33400.0,40700
2745,33400.0,40700
2746,26700.0,46900
2747,37000.0,70900
2748,37000.0,85200
2749,38200.0,68900
2750,28500.0,38400
2751,28500.0,38400
2752,28500.0,38400
2753,28500.0,38400
2754,28500.0,38400
2755,28500.0,66600
2756,24900.0,42600
2757,28200.0,55500
2758,37200.0,72700
2759,35800.0,58700
2760,20600.0,33200
2761,34800.0,67000
2762,38500.0,80500
2763,35700.0,60500
2764,21400.0,28900
2765,21400.0,28900
2766,21400.0,28900
2767,21400.0,28900
2768,21400.0,28900
2769,21400.0,28900
2770,21400.0,28900
2771,45300.0,91300
2772,42900.0,87300
2773,43000.0,87400
2774,60700.0,176400
2775,47600.0,83000
2776,45400.0,85800
2777,39000.0,84400
2778,58300.0,92400
2779,27800.0,53900
2780,30700.0,66800
2781,34700.0,38600
2782,34700.0,38600
2783,28600.0,32100
2784,39800.0,81700
2785,36000.0,84500
2786,39200.0,70600
2787,24400.0,55300
2788,24500.0,39800
2789,33700.0,72000
2790,26600.0,40900
2791,24900.0,35100
2792,24800.0,44100
2793,25700.0,53600
2794,28200.0,28100
2795,24300.0,44900
2796,33200.0,57700
2797,41500.0,66100
2798,35700.0,70400
2799,46400.0,71300
2800,30800.0,54200
2801,31700.0,55600
2802,25200.0,49700
2803,26900.0,73100
2804,28000.0,65300
2805,39300.0,61700
2806,31400.0,59700
2807,54000.0,130600
2808,44600.0,62100
2809,28300.0,57300
2810,32900.0,60600
2811,29000.0,72600
2812,47000.0,84500
2813,32600.0,64700
2814,30700.0,64700
2815,29700.0,58200
2816,41000.0,81800
2817,45100.0,107000
2818,45100.0,105300
2819,45100.0,105300
2820,31700.0,69300
2821,28300.0,74500
2822,47700.0,103300
2823,32800.0,49400
2824,49200.0,84800
2825,30000.0,78100
2826,46500.0,101100
2827,36900.0,110900
2828,50100.0,108400
2829,32900.0,60900
2830,94000.0,172600
2831,28200.0,62200
2832,32500.0,67200
2833,28000.0,47600
2834,26300.0,47600
2835,30900.0,62400
2836,51500.0,98000
2837,52600.0,95300
2838,51700.0,85600
2839,45000.0,91900
2840,57600.0,73600
2841,42400.0,91400
2842,39700.0,83800
2843,51000.0,78000
2844,25800.0,52800
2845,25800.0,52800
2846,41900.0,89300
2847,33900.0,94500
2848,35700.0,71600
2849,43200.0,98300
2850,28800.0,61000
2851,28800.0,61000
2852,28800.0,61000
2853,28800.0,61000
2854,28800.0,61000
2855,28800.0,61000
2856,28800.0,61000
2857,89200.0,96000
2858,49600.0,99000
2859,28200.0,37200
2860,60800.0,123800
2861,45900.0,52700
2862,45900.0,52700
2863,45900.0,52700
2864,45900.0,52700
2865,45900.0,52700
2866,45900.0,52700
2867,45900.0,52700
2868,45900.0,52700
2869,45900.0,52700
2870,45900.0,52700
2871,45900.0,52700
2872,45900.0,52700
2873,45900.0,52700
2874,45900.0,52700
2875,45900.0,52700
2876,45900.0,52700
2877,45900.0,52700
2878,45900.0,52700
2879,45900.0,52700
2880,45900.0,52700
2881,45900.0,52700
2882,45900.0,52700
2883,45900.0,52700
2884,45900.0,52700
2885,45900.0,52700
2886,45900.0,52700
2887,45900.0,52700
2888,45900.0,52700
2889,45900.0,52700
2890,45900.0,52700
2891,45900.0,52700
2892,45900.0,52700
2893,45900.0,52700
2894,45900.0,52700
2895,45900.0,52700
2896,45900.0,52700
2897,45900.0,52700
2898,45900.0,52700
2899,45900.0,52700
2900,45900.0,52700
2901,45900.0,52700
2902,45900.0,52700
2903,45900.0,52700
2904,45900.0,52700
2905,45900.0,52700
2906,45900.0,52700
2907,45900.0,52700
2908,45900.0,52700
2909,45900.0,52700
2910,45900.0,52700
2911,45900.0,52700
2912,45900.0,52700
2913,45900.0,52700
2914,45900.0,52700
2915,45900.0,52700
2916,45900.0,52700
2917,45900.0,52700
2918,45900.0,52700
2919,45900.0,52700
2920,45900.0,52700
2921,45900.0,52700
2922,45900.0,52700
2923,45900.0,52700
2924,45900.0,52700
2925,45900.0,52700
2926,45900.0,52700
2927,45900.0,52700
2928,45900.0,52700
2929,45900.0,52700
2930,45900.0,52700
2931,45900.0,52700
2932,45900.0,52700
2933,45900.0,52700
2934,45900.0,52700
2935,45900.0,52700
2936,45900.0,52700
2937,45900.0,52700
2938,45900.0,52700
2939,45900.0,52700
2940,45900.0,52700
2941,45900.0,52700
2942,37800.0,81200
2943,53100.0,88100
2944,37900.0,45000
2945,30500.0,42800
2946,31600.0,60900
2947,31600.0,60900
2948,31400.0,60900
2949,34600.0,60900
2950,29500.0,39600
2951,17000.0,49200
2952,27900.0,58400
2953,54100.0,113300
2954,34600.0,84900
2955,56700.0,135900
2956,38200.0,109900
2957,62100.0,119700
2958,40800.0,74000
2959,36400.0,74100
2960,31800.0,62300
2961,30700.0,61900
2962,42500.0,75900
2963,34400.0,75400
2964,38000.0,102100
2965,29700.0,29700
2966,34000.0,63900
2967,50500.0,82700
2968,26500.0,70900
2969,23900.0,55200
2970,26800.0,49300
2971,27800.0,54600
2972,26100.0,43900
2973,33200.0,61500
2974,35300.0,52600
2975,40500.0,78400
2976,38500.0,71800
2977,29700.0,64200
2978,27700.0,61200
2979,45800.0,35400
2980,58000.0,119400
2981,58000.0,119400
2982,39300.0,72800
2983,43400.0,81700
2984,42600.0,47700
2985,42600.0,47700
2986,52800.0,142700
2987,52800.0,142700
2988,45600.0,92800
2989,23000.0,31100
2990,23000.0,31100
2991,31300.0,36300
2992,32300.0,56400
2993,29800.0,29100
2994,33000.0,41000
2995,45700.0,100900
2996,51400.0,110300
2997,42000.0,62800
2998,44700.0,82600
2999,37600.0,69500
3000,49600.0,79300
3001,38100.0,60700
3002,49400.0,89700
3003,29900.0,65800
3004,32700.0,76200
3005,26800.0,46700
3006,30900.0,65500
3007,42600.0,75400
3008,31100.0,58900
3009,44100.0,98300
3010,27200.0,52000
3011,40500.0,79400
3012,22600.0,44100
3013,27300.0,64000
3014,40100.0,55800
3015,37500.0,55800
3016,41000.0,55800
3017,41000.0,55800
3018,39800.0,55800
3019,39800.0,55800
3020,30600.0,63500
3021,43300.0,83700
3022,43300.0,83700
3023,43300.0,83700
3024,42200.0,92700
3025,66100.0,198000
3026,41100.0,86400
3027,41100.0,86400
3028,41100.0,86400
3029,54900.0,153200
3030,30000.0,55700
3031,34300.0,63800
3032,37900.0,65400
3033,37000.0,64400
3034,37000.0,64400
3035,37000.0,64400
3036,37000.0,64400
3037,37000.0,64400
3038,37000.0,64400
3039,33900.0,72900
3040,32600.0,103100
3041,44500.0,104700
3042,75800.0,187900
3043,32900.0,69800
3044,31100.0,54500
3045,31100.0,54500
3046,31100.0,54500
3047,31100.0,54500
3048,31100.0,54500
3049,31100.0,54500
3050,37500.0,43900
3051,37500.0,43900
3052,37500.0,43900
3053,37500.0,43900
3054,34600.0,80800
3055,38300.0,67600
3056,35500.0,54400
3057,32500.0,57400
3058,30500.0,66300
3059,29300.0,56700
3060,32100.0,56400
3061,65400.0,134700
3062,33400.0,62400
3063,43200.0,89300
3064,25000.0,29600
3065,25000.0,29600
3066,25000.0,29600
3067,25000.0,29600
3068,25000.0,29600
3069,25000.0,29600
3070,25000.0,29600
3071,25000.0,29600
3072,25000.0,29600
3073,15800.0,21200
3074,38700.0,68500
3075,38700.0,68500
3076,38700.0,68500
3077,45200.0,62900
3078,45200.0,62900
3079,45200.0,62900
3080,45200.0,62900
3081,45200.0,62900
3082,46400.0,80600
3083,36500.0,74300
3084,36500.0,74300
3085,44500.0,106100
3086,41200.0,74600
3087,46700.0,91300
3088,38700.0,85000
3089,36000.0,85000
3090,45400.0,85000
3091,44900.0,93400
3092,31000.0,58400
3093,34900.0,62900
3094,31500.0,58800
3095,27200.0,35400
3096,25500.0,48700
3097,24400.0,43500
3098,27500.0,57300
3099,43100.0,56600
3100,64700.0,114700
3101,58200.0,109400
3102,58400.0,92100
3103,60700.0,105500
3104,49700.0,75000
3105,59900.0,111300
3106,55300.0,124000
3107,46900.0,115400
3108,38300.0,77200
3109,45400.0,91200
3110,38000.0,83800
3111,38800.0,77500
3112,40800.0,77700
3113,68100.0,132000
3114,42300.0,85200
3115,42300.0,85200
3116,42300.0,85200
3117,50800.0,128200
3118,56400.0,128200
3119,43900.0,128200
3120,58400.0,110300
3121,58400.0,110300
3122,58400.0,110300
3123,58400.0,110300
3124,47400.0,116700
3125,55100.0,128400
3126,57000.0,131400
3127,56500.0,152000
3128,47100.0,85200
3129,41800.0,96700
3130,43200.0,81800
3131,56000.0,106100
3132,56000.0,106100
3133,50500.0,127400
3134,47800.0,106300
3135,45800.0,75200
3136,37900.0,75200
3137,35700.0,75200
3138,37200.0,75200
3139,39000.0,75200
3140,29900.0,75200
3141,33200.0,75200
3142,26600.0,75200
3143,29600.0,75200
3144,38600.0,75200
3145,45000.0,65700
3146,51600.0,65700
3147,47900.0,65700
3148,41800.0,65700
3149,41900.0,86600
3150,61500.0,109000
3151,54300.0,109000
3152,44600.0,109000
3153,40600.0,86100
3154,51900.0,114700
3155,48800.0,116600
3156,45100.0,98800
3157,49200.0,72300
3158,39900.0,75800
3159,37500.0,59700
3160,41800.0,87400
3161,32400.0,72600
3162,36000.0,72600
3163,33400.0,72600
3164,42500.0,72600
3165,38700.0,72600
3166,27500.0,72600
3167,27700.0,72600
3168,48000.0,79700
3169,44200.0,83700
3170,51400.0,133800
3171,29700.0,102800
3172,45800.0,102800
3173,38100.0,102800
3174,44600.0,102800
3175,40500.0,102800
3176,50500.0,102800
3177,52200.0,102800
3178,50800.0,102800
3179,58000.0,102800
3180,62900.0,102800
3181,89700.0,102800
3182,55000.0,102800
3183,36600.0,102800
3184,51200.0,53900
3185,53300.0,100000
3186,48200.0,100000
3187,51400.0,100000
3188,48200.0,100000
3189,37400.0,83000
3190,60100.0,110100
3191,63400.0,156100
3192,48600.0,105200
3193,40600.0,94500
3194,47200.0,101600
3195,40700.0,101600
3196,51900.0,101600
3197,51900.0,101600
3198,44800.0,101600
3199,42700.0,109100
3200,48300.0,103000
3201,71200.0,103000
3202,45700.0,103000
3203,42900.0,103000
3204,35200.0,77600
3205,35500.0,82400
3206,35500.0,82400
3207,30400.0,59700
3208,34200.0,87700
3209,39500.0,57100
3210,42900.0,83400
3211,41300.0,89400
3212,44200.0,89400
3213,46400.0,89400
3214,46400.0,89400
3215,47000.0,103500
3216,45000.0,90400
3217,46300.0,89600
3218,51400.0,109900
3219,51400.0,109900
3220,51400.0,109900
3221,52100.0,84900
3222,36400.0,73900
3223,36400.0,73900
3224,36400.0,73900
3225,36400.0,73900
3226,36400.0,73900
3227,37800.0,66400
3228,37800.0,80300
3229,34500.0,90600
3230,55600.0,129500
3231,44000.0,92300
3232,37500.0,88700
3233,34400.0,63600
3234,41600.0,106500
3235,35500.0,106800
3236,48700.0,90000
3237,43200.0,88900
3238,41900.0,96300
3239,45000.0,98700
3240,45000.0,98700
3241,42000.0,99000
3242,44600.0,88700
3243,38500.0,79700
3244,78400.0,165400
3245,51100.0,98500
3246,51100.0,98500
3247,44800.0,108700
3248,85900.0,175300
3249,47100.0,56000
3250,47100.0,56000
3251,47100.0,56000
3252,47100.0,56000
3253,47100.0,56000
3254,47100.0,56000
3255,47100.0,56000
3256,47100.0,56000
3257,47100.0,56000
3258,47100.0,56000
3259,47100.0,56000
3260,47100.0,56000
3261,47100.0,56000
3262,47100.0,56000
3263,47100.0,56000
3264,47100.0,56000
3265,47100.0,56000
3266,47100.0,56000
3267,47100.0,56000
3268,47100.0,56000
3269,47100.0,56000
3270,47100.0,56000
3271,47100.0,56000
3272,47100.0,56000
3273,47100.0,56000
3274,47100.0,56000
3275,47100.0,56000
3276,47100.0,56000
3277,47100.0,56000
3278,47100.0,56000
3279,47100.0,56000
3280,47100.0,56000
3281,47100.0,56000
3282,47100.0,56000
3283,47100.0,56000
3284,47100.0,56000
3285,47100.0,56000
3286,47100.0,56000
3287,31100.0,57400
3288,53900.0,91200
3289,53900.0,91200
3290,53900.0,91200
3291,53900.0,91200
3292,53900.0,91200
3293,58800.0,117600
3294,52700.0,129700
3295,55000.0,108400
3296,52900.0,105900
3297,64500.0,180600
3298,33900.0,60300
3299,61200.0,129200
3300,40400.0,83700
3301,53100.0,91600
3302,52800.0,86600
3303,49600.0,90600
3304,56800.0,122900
3305,60000.0,139300
3306,62300.0,106900
3307,32000.0,59400
3308,57500.0,120200
3309,40100.0,78600
3310,37800.0,76700
3311,34300.0,85400
3312,44900.0,85400
3313,44900.0,85400
3314,37100.0,85400
3315,36800.0,85400
3316,26600.0,85400
3317,32800.0,85400
3318,36900.0,85400
3319,35900.0,71600
3320,38700.0,71600
3321,35300.0,71600
3322,56500.0,71600
3323,44400.0,71600
3324,42000.0,71600
3325,43500.0,80500
3326,43500.0,80500
3327,43500.0,80500
3328,74000.0,120100
3329,37000.0,83700
3330,36400.0,76700
3331,48600.0,92900
3332,38100.0,99200
3333,45100.0,99200
3334,36200.0,99200
3335,41900.0,31700
3336,48700.0,83600
3337,58200.0,125100
3338,33200.0,26400
3339,53100.0,100800
3340,40000.0,42400
3341,45300.0,74300
3342,44200.0,80500
3343,46100.0,64200
3344,32600.0,100600
3345,32600.0,100600
3346,35100.0,67000
3347,35200.0,40000
3348,35200.0,40000
3349,46500.0,69900
3350,33900.0,72600
3351,71700.0,96500
3352,91600.0,95300
3353,45500.0,174200
3354,43800.0,85200
3355,48500.0,93600
3356,53000.0,107400
3357,47300.0,120100
3358,61200.0,151000
3359,38400.0,69900
3360,57700.0,108100
3361,57700.0,108100
3362,57700.0,108100
3363,37400.0,60200
3364,38900.0,79700
3365,38200.0,85400
3366,56200.0,96100
3367,44200.0,96100
3368,36000.0,96100
3369,40800.0,96100
3370,45100.0,96100
3371,46200.0,96100
3372,48000.0,96100
3373,42700.0,96100
3374,47300.0,96100
3375,40900.0,96100
3376,40200.0,96100
3377,36700.0,96100
3378,42600.0,96100
3379,39900.0,96100
3380,47300.0,90100
3381,42900.0,62000
3382,35200.0,75500
3383,55200.0,103200
3384,47800.0,75100
3385,26000.0,62300
3386,26000.0,62300
3387,26000.0,62300
3388,26000.0,62300
3389,26000.0,62300
3390,26000.0,62300
3391,26000.0,62300
3392,26000.0,62300
3393,26000.0,62300
3394,43200.0,91300
3395,43800.0,89800
3396,45300.0,67500
3397,38700.0,83400
3398,32600.0,62000
3399,39300.0,62700
3400,48500.0,107000
3401,24200.0,43100
3402,69000.0,197900
3403,41800.0,83200
3404,54600.0,145100
3405,27000.0,48500
3406,27000.0,48500
3407,25400.0,48500
3408,25400.0,48500
3409,29200.0,48500
3410,29200.0,48500
3411,29200.0,48500
3412,29200.0,48500
3413,29200.0,48500
3414,29200.0,48500
3415,29200.0,48500
3416,29200.0,48500
3417,29200.0,48500
3418,29200.0,48500
3419,29200.0,48500
3420,24800.0,48500
3421,24800.0,48500
3422,24800.0,48500
3423,24800.0,48500
3424,24800.0,48500
3425,24800.0,48500
3426,51200.0,30900
3427,33800.0,73700
3428,38600.0,73700
3429,31000.0,73700
3430,31400.0,53100
3431,27800.0,62600
3432,35300.0,65600
3433,77900.0,159900
3434,32800.0,68800
3435,24600.0,36500
3436,24600.0,36500
3437,24600.0,36500
3438,24600.0,36500
3439,24600.0,36500
3440,24600.0,36500
3441,24600.0,36500
3442,24600.0,36500
3443,24600.0,36500
3444,24600.0,36500
3445,24600.0,36500
3446,24600.0,36500
3447,24600.0,36500
3448,24600.0,36500
3449,24600.0,36500
3450,24600.0,36500
3451,24600.0,36500
3452,24600.0,36500
3453,24600.0,36500
3454,24600.0,36500
3455,24600.0,36500
3456,24600.0,36500
3457,24600.0,36500
3458,24600.0,36500
3459,24600.0,36500
3460,24600.0,36500
3461,24600.0,36500
3462,24600.0,36500
3463,24600.0,36500
3464,24600.0,36500
3465,24600.0,36500
3466,24600.0,36500
3467,24600.0,36500
3468,44000.0,90700
3469,25500.0,54300
3470,65700.0,116700
3471,62500.0,123300
3472,35200.0,52200
3473,40700.0,90400
3474,30400.0,66800
3475,43200.0,78200
3476,32000.0,70800
3477,56300.0,100800
3478,56700.0,114400
3479,63800.0,191500
3480,31000.0,78900
3481,37800.0,70300
3482,34300.0,62000
3483,46400.0,94100
3484,43500.0,82700
3485,27500.0,55300
3486,34800.0,78600
3487,25600.0,104100
3488,45400.0,85100
3489,40300.0,80800
3490,40300.0,80800
3491,42600.0,74900
3492,54500.0,99300
3493,76100.0,226700
3494,51400.0,120900
3495,27100.0,58400
3496,50600.0,104200
3497,50600.0,104200
3498,50600.0,104200
3499,50600.0,104200
3500,70100.0,180200
3501,29200.0,89100
3502,32500.0,88600
3503,35900.0,91000
3504,41300.0,60200
3505,27400.0,54900
3506,24900.0,44300
3507,36100.0,67800
3508,40800.0,81800
3509,45300.0,74000
3510,31000.0,62500
3511,37200.0,62400
3512,37200.0,62400
3513,44500.0,92000
3514,42300.0,96000
3515,60800.0,142500
3516,35100.0,74900
3517,33400.0,61200
3518,65100.0,93600
3519,65100.0,93600
3520,65100.0,93600
3521,65100.0,93600
3522,42900.0,81500
3523,54700.0,165300
3524,48400.0,102700
3525,28500.0,63000
3526,28300.0,46100
3528,36400.0,72200
3529,28500.0,58900
3530,42700.0,74600
3531,38800.0,91600
3532,34500.0,91600
3533,33000.0,64200
3535,25800.0,57600
3536,29800.0,65100
3537,45800.0,86700
3538,45800.0,86700
3539,45800.0,86700
3540,28000.0,86700
3541,43600.0,86300
3542,37700.0,88000
3543,45200.0,100500
3544,33800.0,54700
3545,43200.0,93400
3546,35000.0,56700
3547,31500.0,62600
3548,34700.0,76100
3549,45000.0,112200
3550,29700.0,56400
3551,30500.0,62400
3552,54900.0,99300
3553,30900.0,51200
3554,29600.0,52100
3555,39700.0,86900
3556,25200.0,56900
3557,39000.0,94700
3558,28800.0,30500
3559,28800.0,30500
3560,34900.0,65500
3561,32700.0,53800
3562,45800.0,108100
3563,31800.0,79100
3564,46100.0,98100
3565,42700.0,96600
3566,43200.0,87900
3567,49800.0,95400
3568,51400.0,132100
3569,31800.0,64400
3570,29500.0,37800
3571,29500.0,37800
3572,29500.0,37800
3573,32800.0,39500
3574,32800.0,39500
3575,32800.0,39500
3576,37300.0,75500
3577,32400.0,78400
3578,47600.0,117300
3579,48400.0,130900
3580,46200.0,85100
3581,37900.0,95600
3582,35100.0,60400
3583,51300.0,138200
3584,46800.0,98500
3585,42100.0,98500
3586,42100.0,98500
3587,32900.0,58400
3588,40400.0,86400
3589,33200.0,45200
3590,53400.0,96000
3591,53400.0,96000
3592,53400.0,96000
3593,25800.0,53200
3594,51600.0,80100
3595,51100.0,110800
3596,34700.0,66500
3597,45700.0,95100
3598,46600.0,89500
3599,36000.0,105900
3600,42100.0,64400
3601,36500.0,88600
3602,33100.0,53800
3603,59000.0,184000
3604,22500.0,29300
3605,39800.0,60200
3606,40000.0,71400
3607,42500.0,94300
3608,24100.0,48000
3609,43200.0,86600
3610,33200.0,45400
3611,35900.0,84100
3612,32500.0,64000
3613,41300.0,85400
3614,43200.0,104800
3615,51500.0,133400
3616,30700.0,29500
3617,48200.0,61900
3618,27900.0,57700
3619,84900.0,109500
3620,48200.0,87600
3621,28900.0,72500
3622,18200.0,27200
3623,18200.0,27200
3624,18200.0,27200
3625,18200.0,27200
3626,18200.0,27200
3627,39500.0,83200
3628,39500.0,83200
3629,27800.0,53500
3630,51600.0,122100
3631,49800.0,63100
3632,36300.0,72300
3633,33300.0,55900
3634,83200.0,199700
3635,28800.0,58900
3636,58500.0,180100
3637,26500.0,61500
3638,30800.0,66400
3639,27300.0,66400
3640,37900.0,98300
3641,35900.0,71500
3642,28600.0,48700
3644,29800.0,53800
